GEO_ID,STATE_FIPS,CNTY_FIPS,TRACT,CENSUSAREA,STCOFIPS,FIPS,STATE_ABBR,STATE_NAME,COUNTY,LOCATION,TOTPOP,E_TOTPOP,M_TOTPOP,HU,E_HU,M_HU,HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDIP,M_NOHSDIP,AGE65,AGE17,SNGPRNT,MINORITY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,GROUPQ,E_P_POV,M_P_POV,E_P_UNEMP,M_P_UNEMP,E_P_PCI,M_P_PCI,E_P_NOHSDIP,M_P_NOHSDIP,P_AGE65,P_AGE17,P_SNGPRNT,P_MINORITY,E_P_LIMENG,M_P_LIMENG,E_P_MUNIT,M_P_MUNIT,E_P_MOBILE,M_P_MOBILE,E_P_CROWD,M_P_CROWD,E_P_NOVEH,M_P_NOVEH,P_GROUPQ,E_PL_POV,E_PL_UNEMP,E_PL_PCI,E_PL_NOHSDIP,S_PL_THEME1,R_PL_THEME1,PL_AGE65,PL_AGE17,PL_SNGPRNT,S_PL_THEME2,R_PL_THEME2,PL_MINORITY,E_PL_LIMENG,S_PL_THEME3,R_PL_THEME3,E_PL_MUNIT,E_PL_MOBILE,E_PL_CROWD,E_PL_NOVEH,PL_GROUPQ,S_PL_THEME4,R_PL_THEME4,S_PL_THEMES,R_PL_THEMES,F_PL_POV,F_PL_UNEMP,F_PL_PCI,F_PL_NOHSDIP,F_PL_THEME1,F_PL_AGE65,F_PL_AGE17,F_PL_SNGPRNT,F_PL_THEME2,F_PL_MINORITY,F_PL_LIMENG,F_PL_THEME3,F_PL_MUNIT,F_PL_MOBILE,F_PL_CROWD,F_PL_NOVEH,F_PL_GROUPQ,F_PL_THEME4,F_PL_TOTAL
1400000US26163564900,26,163,564900,1.892,26163,26163564900,MI,Michigan,Wayne County,"Census Tract 5649, Wayne County, Michigan",2086.0,2275.0,370.0,906.0,894.0,90.0,773.0,728.0,314.0,317.0,367.0,15528.0,2456.0,243.0,286.0,119.0,603.0,177.0,494.0,95.0,402.0,8.0,155.0,756.0,97.0,20.0,110.0,49.0,30.0,0.0,0.32,0.127833,0.232064,0.263455,15528.0,2456.0,0.161033,0.1868243,0.057046,0.289069,0.228978,0.236816,0.024978,0.119139,0.008948,0.17337574,0.845637,0.06726934,0.025806,0.14189642,0.063225,0.03784026,0.0,0.859,0.895,0.8484,0.7374,3.3398,0.8601,0.05,0.882,0.88,1.812,0.762,0.665,0.846,1.511,0.864,0.3779,0.9996,0.7873,0.596,0.0,2.7608,0.6926,9.4236,0.8903,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US26163565300,26,163,565300,1.32,26163,26163565300,MI,Michigan,Wayne County,"Census Tract 5653, Wayne County, Michigan",5600.0,5009.0,454.0,3099.0,3001.0,98.0,2792.0,921.0,354.0,301.0,319.0,25477.0,4711.0,302.0,322.0,628.0,1348.0,617.0,3143.0,157.0,413.0,1487.0,254.0,0.0,109.0,0.0,154.0,204.0,105.0,0.0,0.183869,0.068679,0.102207,0.107333,25477.0,4711.0,0.092382,0.09815243,0.112142,0.240714,0.22098853,0.56125,0.061464,0.079646,0.495501,0.08307734,0.0,0.03632123,0.0,0.06053459,0.080188,0.04088612,0.0,0.689,0.45,0.3885,0.3996,1.9271,0.4934,0.315,0.552,0.868,1.735,0.698,0.83,0.951,1.781,0.972,0.9757,0.0,0.0,0.6701,0.0,1.6458,0.2388,7.0889,0.5681,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
1400000US26163565900,26,163,565900,0.459,26163,26163565900,MI,Michigan,Wayne County,"Census Tract 5659, Wayne County, Michigan",2580.0,2500.0,257.0,1118.0,1115.0,38.0,1056.0,334.0,194.0,112.0,427.0,23248.0,3701.0,191.0,310.0,355.0,611.0,128.0,560.0,0.0,436.0,182.0,66.0,0.0,109.0,0.0,154.0,117.0,60.0,6.0,0.135387,0.077392,0.085889,0.327121,23248.0,3701.0,0.118266,0.19158352,0.137596,0.236821,0.12121212,0.217054,0.017194,0.144279,0.163228,0.05893084,0.0,0.09775785,0.0,0.14951456,0.113592,0.0577819,0.002325,0.566,0.326,0.5062,0.5406,1.9388,0.4985,0.526,0.512,0.654,1.692,0.666,0.643,0.778,1.421,0.81,0.8403,0.0,0.0,0.7757,0.4897,2.1057,0.4025,7.1575,0.5813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26163572900,26,163,572900,0.422,26163,26163572900,MI,Michigan,Wayne County,"Census Tract 5729, Wayne County, Michigan",2615.0,2954.0,238.0,1100.0,1098.0,39.0,1014.0,423.0,260.0,156.0,387.0,20133.0,2119.0,451.0,252.0,334.0,648.0,145.0,403.0,42.0,411.0,0.0,189.0,0.0,109.0,11.0,110.0,74.0,47.0,0.0,0.143195,0.087256,0.109243,0.270294,20133.0,2119.0,0.235755,0.13037383,0.127724,0.247801,0.14299802,0.15411,0.058306,0.068437,0.0,0.17213115,0.0,0.0992714,0.010018,0.10018152,0.067395,0.04273811,0.0,0.592,0.499,0.6669,0.8964,2.6543,0.7103,0.442,0.612,0.736,1.79,0.746,0.55,0.947,1.497,0.855,0.0,0.0,0.5002,0.6185,0.0,1.1187,0.1147,7.06,0.5634,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1400000US26163573400,26,163,573400,0.403,26163,26163573400,MI,Michigan,Wayne County,"Census Tract 5734, Wayne County, Michigan",3702.0,4017.0,493.0,1247.0,1878.0,74.0,1119.0,559.0,264.0,218.0,376.0,20104.0,2324.0,560.0,179.0,444.0,1297.0,106.0,476.0,189.0,387.0,808.0,134.0,14.0,21.0,52.0,117.0,396.0,110.0,0.0,0.142094,0.064488,0.173153,0.296138,20104.0,2324.0,0.219866,0.06509058,0.119935,0.350351,0.09472743,0.128579,0.005149,0.087748,0.430244,0.06930923,0.007454,0.01117825,0.032869,0.0738832,0.250316,0.06482128,0.0,0.588,0.792,0.6684,0.8791,2.9275,0.7802,0.376,0.982,0.493,1.851,0.786,0.499,0.517,1.016,0.557,0.9666,0.5267,0.8457,0.9405,0.0,3.2795,0.8777,9.074,0.852,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,3
1400000US26163573701,26,163,573701,0.175,26163,26163573701,MI,Michigan,Wayne County,"Census Tract 5737.01, Wayne County, Michigan",1990.0,1274.0,511.0,562.0,496.0,82.0,528.0,286.0,190.0,84.0,441.0,25573.0,7352.0,142.0,299.0,160.0,687.0,55.0,242.0,76.0,396.0,0.0,189.0,0.0,109.0,20.0,111.0,48.0,51.0,0.0,0.224489,0.118886,0.156133,0.813312,25573.0,7352.0,0.17129,0.3555934,0.080402,0.345226,0.10416666,0.121608,0.020401,0.125022,0.0,0.38104839,0.0,0.21975806,0.044742,0.24805984,0.107382,0.11075847,0.0,0.768,0.74,0.3852,0.7723,2.6655,0.715,0.126,0.978,0.566,1.67,0.647,0.485,0.807,1.292,0.737,0.0,0.0,0.9125,0.7579,0.0,1.6704,0.2505,7.2979,0.6053,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2
1400000US26065005302,26,065,005302,2.866,26065,26065005302,MI,Michigan,Ingham County,"Census Tract 53.02, Ingham County, Michigan",6907.0,7000.0,435.0,2955.0,2936.0,121.0,2779.0,922.0,353.0,259.0,307.0,29461.0,3194.0,321.0,250.0,585.0,1745.0,329.0,1646.0,61.0,396.0,440.0,156.0,295.0,111.0,14.0,110.0,114.0,60.0,12.0,0.132509,0.050036,0.065702,0.077525,29461.0,3194.0,0.074685,0.05792463,0.084696,0.252642,0.1183879,0.238308,0.052415,0.12315,0.149863,0.05277333,0.100476,0.03757908,0.00505,0.03968136,0.041125,0.02150104,0.001737,0.556,0.17,0.242,0.3014,1.2694,0.2792,0.152,0.66,0.642,1.454,0.452,0.667,0.938,1.605,0.909,0.8265,0.8145,0.3561,0.4396,0.4399,2.8766,0.7441,7.205,0.5907,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1400000US26065005304,26,065,005304,2.785,26065,26065005304,MI,Michigan,Ingham County,"Census Tract 53.04, Ingham County, Michigan",3326.0,3336.0,429.0,1581.0,1605.0,78.0,1354.0,1106.0,471.0,281.0,385.0,17885.0,2292.0,287.0,264.0,296.0,836.0,260.0,1774.0,270.0,387.0,653.0,157.0,0.0,109.0,58.0,120.0,336.0,117.0,173.0,0.342627,0.139203,0.174101,0.236534,17885.0,2292.0,0.137254,0.12514092,0.088995,0.251352,0.19202363,0.533373,0.036247,0.108179,0.406853,0.09580018,0.0,0.06791277,0.039482,0.08162346,0.228727,0.07738567,0.052014,0.875,0.794,0.7646,0.6392,3.0728,0.8145,0.174,0.65,0.833,1.657,0.636,0.823,0.901,1.724,0.96,0.9597,0.0,0.8947,0.9278,0.9158,3.698,0.9597,10.1518,0.953,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,4
1400000US26065005401,26,065,005401,1.399,26065,26065005401,MI,Michigan,Ingham County,"Census Tract 54.01, Ingham County, Michigan",3479.0,3266.0,230.0,1594.0,1463.0,102.0,1489.0,165.0,106.0,91.0,381.0,27126.0,2958.0,121.0,352.0,530.0,718.0,186.0,453.0,56.0,414.0,130.0,72.0,38.0,57.0,14.0,110.0,47.0,120.0,2.0,0.050629,0.032331,0.05852,0.244826,27126.0,2958.0,0.054382,0.15815451,0.152342,0.206381,0.12491605,0.130209,0.054737,0.10405,0.088858,0.04882246,0.025974,0.03891893,0.010606,0.0833293,0.035606,0.09086745,0.000574,0.192,0.124,0.3189,0.1906,0.8255,0.1425,0.63,0.248,0.671,1.549,0.536,0.501,0.943,1.444,0.821,0.7238,0.6479,0.5151,0.3869,0.3289,2.6026,0.6305,6.4211,0.4559,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1400000US26065005402,26,065,005402,1.037,26065,26065005402,MI,Michigan,Ingham County,"Census Tract 54.02, Ingham County, Michigan",3693.0,3325.0,338.0,1829.0,1848.0,76.0,1722.0,251.0,134.0,126.0,402.0,25886.0,3069.0,352.0,339.0,412.0,826.0,253.0,576.0,54.0,397.0,565.0,153.0,0.0,109.0,5.0,109.0,208.0,109.0,9.0,0.076222,0.039964,0.062686,0.199681,25886.0,3069.0,0.136911,0.13119227,0.111562,0.223666,0.14692218,0.15597,0.058768,0.069038,0.305735,0.08183188,0.0,0.05898268,0.002934,0.06396679,0.122065,0.0633574,0.002437,0.323,0.148,0.3692,0.6385,1.4787,0.3506,0.31,0.38,0.747,1.437,0.431,0.553,0.948,1.501,0.858,0.9358,0.0,0.3154,0.7938,0.4987,2.5437,0.6029,6.9604,0.5437,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
1400000US26065005501,26,065,005501,12.765,26065,26065005501,MI,Michigan,Ingham County,"Census Tract 55.01, Ingham County, Michigan",5599.0,5711.0,371.0,2336.0,2332.0,117.0,2164.0,388.0,211.0,281.0,350.0,24157.0,1909.0,318.0,239.0,824.0,1328.0,186.0,764.0,133.0,406.0,141.0,57.0,509.0,126.0,18.0,113.0,139.0,55.0,97.0,0.068022,0.03673,0.097332,0.120778,24157.0,1909.0,0.080141,0.06007219,0.147169,0.237185,0.08595194,0.136452,0.018334,0.11932,0.060463,0.02425357,0.218267,0.0529095,0.008057,0.05057947,0.06222,0.02431765,0.017324,0.276,0.413,0.4577,0.332,1.4787,0.3506,0.602,0.517,0.414,1.533,0.524,0.519,0.791,1.31,0.749,0.6472,0.9463,0.4385,0.5884,0.7866,3.407,0.9078,7.7287,0.6727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1400000US26065005502,26,065,005502,7.036,26065,26065005502,MI,Michigan,Ingham County,"Census Tract 55.02, Ingham County, Michigan",5710.0,5395.0,301.0,2298.0,2186.0,101.0,2186.0,548.0,222.0,169.0,354.0,24066.0,1828.0,167.0,296.0,478.0,1579.0,299.0,959.0,49.0,396.0,88.0,68.0,240.0,75.0,40.0,123.0,56.0,58.0,16.0,0.102564,0.041135,0.05995,0.125421,24066.0,1828.0,0.048321,0.0856043,0.083712,0.276532,0.1367795,0.16795,0.009483,0.061564,0.040256,0.03105139,0.109789,0.03393218,0.019286,0.05929554,0.027,0.02792306,0.002802,0.436,0.134,0.4636,0.1655,1.1991,0.2573,0.146,0.829,0.715,1.69,0.664,0.574,0.656,1.23,0.69,0.5702,0.8283,0.6947,0.294,0.5223,2.9095,0.759,7.0286,0.5587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26073940300,26,073,940300,9.752,26073,26073940300,MI,Michigan,Isabella County,"Census Tract 9403, Isabella County, Michigan",5098.0,5307.0,309.0,2352.0,2340.0,90.0,2187.0,718.0,207.0,239.0,226.0,25069.0,1414.0,333.0,134.0,876.0,1021.0,227.0,789.0,25.0,362.0,147.0,44.0,351.0,55.0,5.0,109.0,66.0,25.0,209.0,0.141813,0.040256,0.086625,0.081693,25069.0,1414.0,0.096493,0.03836551,0.171832,0.200274,0.10379515,0.154766,0.010598,0.099851,0.06282,0.01864754,0.15,0.02278523,0.002309,0.05034632,0.030484,0.01147286,0.040996,0.587,0.332,0.4082,0.4241,1.7513,0.4267,0.754,0.205,0.56,1.519,0.508,0.552,0.681,1.233,0.693,0.6548,0.8824,0.3078,0.3412,0.8878,3.074,0.8174,7.5773,0.6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26073940400,26,073,940400,3.806,26073,26073940400,MI,Michigan,Isabella County,"Census Tract 9404, Isabella County, Michigan",3678.0,3867.0,361.0,1689.0,1710.0,96.0,1585.0,1001.0,205.0,218.0,253.0,21367.0,2285.0,397.0,207.0,314.0,771.0,183.0,533.0,6.0,408.0,101.0,111.0,103.0,37.0,24.0,23.0,139.0,44.0,170.0,0.287561,0.05283,0.118671,0.137355,21367.0,2285.0,0.163778,0.08430926,0.085372,0.209624,0.11545741,0.144915,0.005237,0.055905,0.059064,0.06482753,0.060233,0.02137156,0.015727,0.01503244,0.091087,0.02813078,0.04622,0.833,0.57,0.5973,0.7471,2.7474,0.7383,0.154,0.273,0.628,1.055,0.105,0.533,0.522,1.055,0.578,0.6414,0.7339,0.6327,0.7049,0.9049,3.6178,0.9463,8.4752,0.7777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1400000US26073940500,26,073,940500,0.646,26073,26073940500,MI,Michigan,Isabella County,"Census Tract 9405, Isabella County, Michigan",2643.0,2613.0,214.0,1246.0,1349.0,95.0,1161.0,1080.0,194.0,201.0,274.0,18780.0,2103.0,141.0,194.0,184.0,387.0,120.0,385.0,3.0,422.0,82.0,158.0,4.0,5.0,9.0,109.0,118.0,41.0,115.0,0.413318,0.066078,0.127295,0.172991,18780.0,2103.0,0.102396,0.14057902,0.069617,0.146424,0.10335917,0.145667,0.005565,0.130794,0.060785,0.11704555,0.002965,0.00370056,0.007317,0.08861597,0.095934,0.03244515,0.043511,0.928,0.617,0.7325,0.4608,2.7383,0.7351,0.081,0.053,0.556,0.69,0.034,0.535,0.536,1.071,0.588,0.6475,0.4588,0.4192,0.7205,0.8973,3.1433,0.8385,7.6426,0.6589,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1400000US26073940600,26,073,940600,43.02,26073,26073940600,MI,Michigan,Isabella County,"Census Tract 9406, Isabella County, Michigan",4880.0,4934.0,165.0,2015.0,2002.0,73.0,1885.0,364.0,112.0,196.0,196.0,30790.0,1661.0,222.0,160.0,639.0,1167.0,132.0,487.0,8.0,408.0,49.0,111.0,79.0,29.0,26.0,110.0,62.0,21.0,6.0,0.074013,0.02264,0.074695,0.074572,30790.0,1661.0,0.067559,0.04862463,0.130942,0.239139,0.07002652,0.099795,0.00053,0.111966,0.024475,0.05543737,0.03946,0.01441388,0.013911,0.05885256,0.033172,0.01116305,0.001229,0.309,0.24,0.2044,0.2576,1.011,0.2001,0.472,0.533,0.273,1.278,0.282,0.43,0.292,0.722,0.32,0.4951,0.6868,0.5949,0.3662,0.3757,2.5187,0.5898,5.5297,0.3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26075000200,26,075,000200,0.875,26075,26075000200,MI,Michigan,Jackson County,"Census Tract 2, Jackson County, Michigan",2913.0,2567.0,344.0,1326.0,1293.0,109.0,1109.0,808.0,272.0,170.0,358.0,11991.0,1905.0,487.0,264.0,443.0,781.0,278.0,937.0,16.0,408.0,382.0,143.0,0.0,109.0,20.0,112.0,379.0,124.0,297.0,0.345594,0.1085,0.211442,0.439009,11991.0,1905.0,0.309402,0.16146204,0.152076,0.268108,0.25067628,0.321661,0.000585,0.082309,0.295436,0.10775479,0.0,0.08430008,0.018281,0.1023601,0.346435,0.10786025,0.101956,0.879,0.867,0.9257,0.9547,3.6264,0.934,0.628,0.781,0.909,2.318,0.987,0.732,0.294,1.026,0.562,0.9303,0.0,0.6784,0.9757,0.9575,3.5419,0.9361,10.5123,0.9778,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,1,1,3,6
1400000US26075000400,26,075,000400,1.125,26075,26075000400,MI,Michigan,Jackson County,"Census Tract 4, Jackson County, Michigan",4395.0,4400.0,411.0,1843.0,1859.0,70.0,1645.0,791.0,305.0,184.0,386.0,17112.0,2221.0,391.0,272.0,384.0,1259.0,333.0,863.0,28.0,409.0,13.0,155.0,0.0,109.0,23.0,113.0,158.0,79.0,157.0,0.184124,0.068863,0.087828,0.183702,17112.0,2221.0,0.14244,0.09829032,0.087372,0.286461,0.20243161,0.196359,0.005007,0.0725,0.006993,0.08337774,0.0,0.05863367,0.013838,0.06798398,0.095066,0.0470994,0.035722,0.69,0.34,0.7981,0.6604,2.4885,0.6618,0.166,0.87,0.847,1.883,0.811,0.617,0.508,1.125,0.622,0.3557,0.0,0.592,0.7172,0.8737,2.5386,0.6,8.0351,0.7179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26075000500,26,075,000500,0.343,26075,26075000500,MI,Michigan,Jackson County,"Census Tract 5, Jackson County, Michigan",1648.0,2024.0,321.0,788.0,861.0,122.0,700.0,360.0,208.0,210.0,468.0,18402.0,2491.0,79.0,348.0,215.0,435.0,98.0,379.0,8.0,422.0,147.0,63.0,0.0,109.0,0.0,154.0,22.0,25.0,24.0,0.18018,0.10005,0.171009,0.378427,18402.0,2491.0,0.059176,0.26050631,0.130461,0.263956,0.14,0.229975,0.001644,0.111811,0.170731,0.06905585,0.0,0.12659698,0.0,0.18096357,0.025851,0.02913471,0.014563,0.682,0.786,0.7445,0.2119,2.4244,0.6425,0.467,0.751,0.725,1.943,0.854,0.655,0.328,0.983,0.531,0.8457,0.0,0.0,0.2799,0.7721,1.8977,0.3278,7.2481,0.5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26075000600,26,075,000600,0.352,26075,26075000600,MI,Michigan,Jackson County,"Census Tract 6, Jackson County, Michigan",1300.0,1342.0,232.0,861.0,901.0,87.0,689.0,891.0,178.0,65.0,454.0,8638.0,1329.0,274.0,243.0,149.0,163.0,57.0,487.0,0.0,436.0,477.0,114.0,0.0,109.0,28.0,32.0,552.0,122.0,254.0,0.679115,0.068715,0.232142,1.597319,8638.0,1329.0,0.277327,0.23965463,0.114615,0.125384,0.08272859,0.374615,0.001222,0.172034,0.529411,0.11573952,0.0,0.12097669,0.033653,0.03823962,0.663461,0.1220077,0.195384,0.993,0.895,0.9774,0.9342,3.7996,0.9767,0.333,0.035,0.383,0.751,0.039,0.769,0.312,1.081,0.593,0.9797,0.0,0.8512,0.9989,0.976,3.8058,0.9721,9.4374,0.8914,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,1,1,3,6
1400000US26075000800,26,075,000800,2.206,26075,26075000800,MI,Michigan,Jackson County,"Census Tract 8, Jackson County, Michigan",4409.0,4880.0,383.0,2081.0,2325.0,97.0,1951.0,493.0,383.0,279.0,379.0,29918.0,3056.0,309.0,366.0,623.0,1022.0,188.0,606.0,17.0,423.0,45.0,114.0,0.0,109.0,58.0,124.0,145.0,76.0,12.0,0.101024,0.078082,0.116492,0.157654,29918.0,3056.0,0.088946,0.1049938,0.141301,0.231798,0.09636084,0.137446,0.001719,0.087704,0.019354,0.04902561,0.0,0.04688172,0.028005,0.05984409,0.070014,0.03638634,0.002721,0.429,0.555,0.2267,0.3784,1.5891,0.3805,0.554,0.458,0.502,1.514,0.501,0.52,0.332,0.852,0.408,0.4584,0.0,0.8069,0.6341,0.5169,2.4163,0.5387,6.3714,0.4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26075001000,26,075,001000,0.365,26075,26075001000,MI,Michigan,Jackson County,"Census Tract 10, Jackson County, Michigan",2476.0,2458.0,445.0,1194.0,1263.0,97.0,897.0,1435.0,502.0,177.0,356.0,9528.0,2459.0,326.0,303.0,141.0,822.0,254.0,1232.0,41.0,410.0,76.0,126.0,27.0,28.0,82.0,131.0,206.0,95.0,0.0,0.598664,0.180682,0.262611,0.517528,9528.0,2459.0,0.246596,0.22535742,0.056946,0.331987,0.2831661,0.497576,0.007213,0.183947,0.060174,0.09965537,0.021377,0.02210856,0.094579,0.15031079,0.2376,0.10253381,0.0,0.984,0.923,0.965,0.9065,3.7785,0.9719,0.049,0.964,0.951,1.964,0.867,0.815,0.591,1.406,0.801,0.6446,0.6309,0.9891,0.9336,0.0,3.1982,0.8559,10.3467,0.9672,1,1,1,1,4,0,1,1,2,0,0,0,0,0,1,1,0,2,8
1400000US26075001100,26,075,001100,0.323,26075,26075001100,MI,Michigan,Jackson County,"Census Tract 11, Jackson County, Michigan",2058.0,2129.0,439.0,840.0,921.0,58.0,701.0,1066.0,310.0,184.0,421.0,9802.0,1870.0,357.0,298.0,137.0,822.0,285.0,1549.0,0.0,436.0,15.0,156.0,0.0,109.0,0.0,154.0,255.0,83.0,11.0,0.500704,0.102675,0.260623,0.587355,9802.0,1870.0,0.304867,0.2445824,0.066569,0.399416,0.40656205,0.752672,0.006748,0.098575,0.016286,0.169378,0.0,0.11834962,0.0,0.20810811,0.344594,0.10002,0.005344,0.962,0.921,0.961,0.9518,3.7958,0.9752,0.071,0.998,0.996,2.065,0.933,0.866,0.577,1.443,0.82,0.4392,0.0,0.0,0.975,0.6417,2.0559,0.384,9.3597,0.8852,1,1,1,1,4,0,1,1,2,0,0,0,0,0,0,1,0,1,7
1400000US26017286100,26,017,286100,67.748,26017,26017286100,MI,Michigan,Bay County,"Census Tract 2861, Bay County, Michigan",7733.0,7775.0,18.0,3219.0,3086.0,158.0,2991.0,592.0,305.0,279.0,347.0,24389.0,2783.0,604.0,232.0,1263.0,1701.0,206.0,293.0,36.0,409.0,19.0,111.0,143.0,65.0,25.0,113.0,23.0,111.0,87.0,0.077527,0.039923,0.072637,0.090175,24389.0,2783.0,0.113193,0.04336011,0.163326,0.219966,0.06887328,0.037889,0.010994,0.068797,0.006156,0.03596751,0.046338,0.02092882,0.008768,0.03963253,0.008067,0.03893139,0.01125,0.329,0.219,0.4439,0.5176,1.5095,0.3604,0.702,0.347,0.263,1.312,0.314,0.068,0.69,0.758,0.343,0.3423,0.7024,0.4621,0.0893,0.7463,2.3424,0.5064,5.9219,0.3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26017286200,26,017,286200,68.104,26017,26017286200,MI,Michigan,Bay County,"Census Tract 2862, Bay County, Michigan",4935.0,5146.0,232.0,2148.0,2163.0,117.0,1986.0,254.0,121.0,239.0,319.0,26202.0,2051.0,436.0,216.0,790.0,989.0,129.0,189.0,2.0,422.0,14.0,156.0,92.0,47.0,18.0,111.0,60.0,118.0,30.0,0.049512,0.02348,0.092492,0.123137,26202.0,2051.0,0.114827,0.0565177,0.160081,0.200405,0.06495468,0.038297,0.0,0.064042,0.006472,0.0721212,0.042533,0.02160694,0.008542,0.05267929,0.028476,0.05598031,0.006079,0.187,0.375,0.3601,0.5255,1.4476,0.3397,0.683,0.206,0.223,1.112,0.141,0.072,0.0,0.072,0.018,0.3481,0.694,0.4534,0.3096,0.6639,2.469,0.5691,5.1006,0.2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26017286300,26,017,286300,37.536,26017,26017286300,MI,Michigan,Bay County,"Census Tract 2863, Bay County, Michigan",3738.0,3548.0,203.0,1725.0,1687.0,80.0,1557.0,441.0,121.0,246.0,228.0,22154.0,1925.0,515.0,161.0,603.0,872.0,183.0,191.0,6.0,422.0,28.0,13.0,159.0,54.0,8.0,110.0,92.0,32.0,6.0,0.125462,0.033621,0.149726,0.138165,22154.0,1925.0,0.205097,0.06252292,0.161316,0.233279,0.11753371,0.051096,0.0,0.112603,0.016597,0.00766569,0.09425,0.03169591,0.005431,0.07467692,0.062457,0.02144434,0.001605,0.533,0.713,0.5627,0.854,2.6627,0.7139,0.691,0.476,0.638,1.805,0.754,0.181,0.0,0.181,0.057,0.4421,0.8047,0.3677,0.5898,0.4232,2.6275,0.6417,7.2762,0.6013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26163575000,26,163,575000,0.607,26163,26163575000,MI,Michigan,Wayne County,"Census Tract 5750, Wayne County, Michigan",4589.0,4354.0,344.0,2313.0,2259.0,59.0,2132.0,333.0,178.0,145.0,430.0,34023.0,6482.0,403.0,265.0,763.0,895.0,124.0,491.0,152.0,409.0,503.0,133.0,13.0,22.0,8.0,110.0,264.0,119.0,0.0,0.07694,0.040696,0.0729,0.215868,34023.0,6482.0,0.118529,0.07740826,0.166267,0.195031,0.05816135,0.106994,0.0,0.170645,0.222664,0.05858769,0.005754,0.00973766,0.003752,0.05159429,0.123827,0.05534955,0.0,0.327,0.222,0.1359,0.5428,1.2277,0.2668,0.721,0.182,0.163,1.066,0.111,0.449,0.0,0.449,0.159,0.8922,0.4987,0.3321,0.7985,0.0,2.5215,0.5913,5.2642,0.2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US26163575300,26,163,575300,0.622,26163,26163575300,MI,Michigan,Wayne County,"Census Tract 5753, Wayne County, Michigan",3591.0,3512.0,227.0,1577.0,1569.0,38.0,1472.0,221.0,141.0,323.0,296.0,30063.0,3913.0,166.0,280.0,506.0,785.0,121.0,358.0,11.0,422.0,0.0,189.0,0.0,109.0,10.0,110.0,61.0,39.0,0.0,0.062927,0.039941,0.163213,0.148061,30063.0,3913.0,0.064996,0.10957404,0.140907,0.218602,0.08220108,0.099693,0.023148,0.09405,0.0,0.12045889,0.0,0.069471,0.006464,0.07110511,0.039431,0.0251828,0.0,0.25,0.764,0.2208,0.2442,1.479,0.3513,0.552,0.336,0.378,1.266,0.269,0.429,0.831,1.26,0.713,0.0,0.0,0.3949,0.4254,0.0,0.8203,0.0661,4.8253,0.2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
